,query,evalue
JCVISYN3A_0001,b3702,3.02e-75
JCVISYN3A_0002,b3701,7.770000000000001e-21
JCVISYN3A_0004,b0051,1.5899999999999999e-46
JCVISYN3A_0006,b3699,0.0
JCVISYN3A_0007,b2231,0.0
JCVISYN3A_0010,b3567,8.39e-82
JCVISYN3A_0012,b2114,5.74e-57
JCVISYN3A_0025,b4202,1.13e-20
JCVISYN3A_0029,b1412,1.18e-19
JCVISYN3A_0030,b0879,7.17e-55
JCVISYN3A_0039,b3178,5.92e-157
JCVISYN3A_0040,b0188,1.68e-13
JCVISYN3A_0043,b2575,2e-12
JCVISYN3A_0045,b1098,1.62e-39
JCVISYN3A_0046,b0472,1.5000000000000001e-31
JCVISYN3A_0047,b0470,3.93e-69
JCVISYN3A_0054,b2480,7.4e-17
JCVISYN3A_0061,b0893,1.84e-113
JCVISYN3A_0063,b3260,5.4300000000000006e-70
JCVISYN3A_0064,b2890,4.2600000000000004e-156
JCVISYN3A_0065,b3781,8.360000000000001e-21
JCVISYN3A_0076,b0930,5.6e-147
JCVISYN3A_0077,b3697,6.32e-18
JCVISYN3A_0079,b3064,1.72e-79
JCVISYN3A_0081,b3706,5.659999999999999e-60
JCVISYN3A_0095,b0098,0.0
JCVISYN3A_0106,b2509,1.07e-74
JCVISYN3A_0109,b2159,2.1300000000000002e-35
JCVISYN3A_0113,b1022,1.27e-12
JCVISYN3A_0114,b3615,2.27e-12
JCVISYN3A_0115,b1236,1.37e-51
JCVISYN3A_0117,b3059,7.57e-18
JCVISYN3A_0126,b2400,1.38e-102
JCVISYN3A_0129,b2780,0.0
JCVISYN3A_0131,b2096,1.06e-59
JCVISYN3A_0140,b1238,7.77e-11
JCVISYN3A_0141,b1211,1.2400000000000001e-123
JCVISYN3A_0142,b1212,1.5700000000000001e-31
JCVISYN3A_0147,b1249,6.200000000000001e-43
JCVISYN3A_0148,b3342,1.5100000000000002e-58
JCVISYN3A_0149,b3341,2.41e-55
JCVISYN3A_0150,b3340,0.0
JCVISYN3A_0151,b3980,0.0
JCVISYN3A_0154,b4260,2.7600000000000003e-64
JCVISYN3A_0163,b2697,0.0
JCVISYN3A_0165,b2178,8.65e-17
JCVISYN3A_0166,b0832,7.92e-18
